"","klasifikasi","score","text"
"1499","Netral",0," merintah bangun citra denga kerja  tiktokan dn makan  nggir jln "
"1500","Negatif",-1,"pemerintah  menanggung  biaya sien korban gagal ginjal akut menkes budi gunadi sadikin menyebut  b "
"1501","Netral",0,"pemerintah keda rakyatnya   rlu dukung nyaluran blt bbm bantuanbbmuntukrakyatbltbbmtetsasaran "
"1502","Netral",0,"pemerintah targetkan revisi uu migas ramng dukung program pemerintahjokowipresidenku "
"1503","Netral",0,"new st hut kori pemerintah kecamatan panakkukang gelar ucara has been blished on "
"1504","Positif",2,"pemerintah  salurkan bantuan sosial  miliar ruah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1505","Netral",0,"blt  merintah  membantu mantabantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1506","Negatif",-1,"blt bbm  nyandang disabilitas  bentuk kedulian merintah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1507","Positif",2,"pemerintah  salurkan bantuan sosial  miliar ruah bantuanbbmuntukrakyat bltbbmtetsasaran "
"1508","Negatif",-1,"cegah angka kemiskinan merintah bagikan blt bantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1509","Netral",0,"kegiatan mbukaan pasar rakyat  umkm  diselenggarakan  kerjasama  hak dinas korasi usaha k "
"1510","Positif",1," merintah nya  jitu  memilih investor oyek infrastruktur kinerja jokowi manta "
"1511","Netral",0,"pemerintah siaan  hektar lahan relokasi terdamk gem cianjur"
"1512","Netral",0,"marak aksi oknum potong blt dave laksono desak pemerintah tindak  pelakuairlanggahartarto "
"1513","Positif",1,"pemerintah  berkomitmen    kemudahan  investasi  ikn  kipp zona a b "
"1514","Netral",0,"pemerintah k rakyatnya am  rlu dukung nyaluran blt bbm bantuanbbmuntukrakyatbltbbmtetsasaran "
"1515","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"1516","Positif",1,"  amasih  temt  safari anies anies tenang sajaini  merintah ni "
"1517","Negatif",-1," sitive thinking   k l mengkritik merintah "
"1518","Positif",1,"elemen buruh kabuten bandung barat kbb  gubernur jawa barat  merubah usulan uh minimum "
"1519","Positif",1,"presiden jokowi  aesiasi  prestasi atlet indonesia  asean paragames kedukung program pemerintah "
"1520","Negatif",-2,"loe  buzzer merintah pake acara taruhan  jalur hukum  buktikan omongan gua salah  berunsur da "
"1521","Positif",2,"emang keren banget merintah kitajokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1522","Positif",1,"presiden jokowi meningkatkan ketahanan pangan nasionaldukung program pemerintahjokowipresidenku "
"1523","Positif",1,"pemerintah bagikan blt am bsu sbg ngalihan subsidi bbmbantuanbbmuntukrakyatbltbbmtetsasaran "
"1524","Netral",0,"minat investor  merintah rluas area investasi  iknkotaduniauntuksemuaiknsejahterakanindonesia "
"1525","Netral",0," nyindir merintah setemt iy  k iya  k "
"1526","Netral",0,"  mengaesiasi a yg  dicai  merintah nasional merintah ovinsi  "
"1527","Positif",1,"elemen buruh kabuten bandung barat kbb  gubernur jawa barat  merubah usulan uh minimum "
"1528","Netral",0,"m ikhsan jufri clinical trial coordinator  oxford university clinical research unit in "
"1529","Positif",1," cair  terima kasih merintah indonesia bantuanbbmuntukrakyatbltbbmtetsasaran "
"1530","Positif",1,"holding bumn mendukung nuh uya pemerintah  memitigasi resiko sistemik rbankandukung program pemerinta "
"1531","Netral",0,"pemerintah siaturunkan suku bunga mantajokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1532","Negatif",-2," chrollo izin  bersihin eenya  jalan ya takut diusir merintah "
"1533","Negatif",-2," bergantung  merintah satnya silahkan mbaknya sajikan by data biar ga  "
"1534","Netral",0,"mantap dukung langkah  kebijakan pemerintah kitajokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1535","Netral",0,"pemerintah siamenjalankan konsolidasi fiskal jokowipresidenku pembangunanuntukrakyat presidenjokowihebat "
"1536","Netral",0,"polisinya nyindir merintah nih  "
"1537","Netral",0,"jokowi  pembangunan infrastruktur tumbuhkan titik ekonomi barudukung program pemerintahjokowipresidenku "
"1538","Netral",0,"innalillahi wa inna ilaihi rojiuun pemerintah kabuten kutai kartanegara  berduka cita  mendalam ata "
"1539","Netral",0,"  november  pemerintah  salurkan bansos r  miliarbantuanbbmuntukrakyat "
"1540","Netral",0," pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emasjokowipresidenku "
"1541","Netral",0," mas mas yg milih pj  merintah sat  wakil rakyat sami  ham"
"1542","Positif",1,"elemen buruh kabuten bandung barat kbb  gubernur jawa barat  merubah usulan uh minimum "
"1543","Netral",0,"presiden joko widodo mengungkaan gencarnya mbangunan infrastruktur   merintah  njuru negeri "
"1544","Netral",0,"uya merintah membangun sektor keuangan berkelanjutanjokowipresidenkupembangunanuntukrakyat "
"1545","Positif",1,"pemerintah nyatakan pembangunan sdm  kunci  cai indonesia emas dukung program pemerintah "
"1546","Positif",1,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emas jokowipresidenku "
"1547","Netral",0,"minat investor  pemerintah perluas area investasi  iknkotaduniauntuksemuaiknsejahterakanindonesia "
"1548","Positif",1,"hadirnya merintah   membuka kemajuan ekonomi b arsjadrasjid inklusifkolaboratif "
"1549","Negatif",-1,"    belajar skill   merintah gak  ret bangun jalan "
"1550","Netral",0,"  pelarangan anies  trs banda aceh   rakyat aceh ta  pemerintah aceh  dinas budrnya "
"1551","Netral",0,"presiden jokowi berkomitmen merintah  mengakrabkan kaum milenial  ngan lokaljokowipresidenku "
"1552","Netral",0,"semoga rgerakan umkm keden  dirmudah merintah b arsjadrasjid inklusifkolaboratif "
"1553","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"1554","Netral",0,"pemerintah keda rakyatnya   rlu dukung nyaluran blt bbm bantuanbbmuntukrakyatbltbbmtetsasaran "
"1555","Negatif",-1,"menkeu menyebut target ndatan negara cenderung nuh kehatihatian "
"1556","Positif",1,"jokowi blusukan  pontianak  cek harga dab serahkan bantuan modal  pasar kemuningdukung program pemerint "
"1557","Netral",0,"pemerintah bagikan blt  bsu  bentuk ngalihan subsidi bbmbantuanbbmuntukrakyatbltbbmtetsasaran "
"1558","Positif",1,"  stadion watubelah    kecamatan sumberkabuten cirebon jawa barat mangkrak "
"1559","Positif",1," keluarga  donggala terima pkh bpnt  blt bbm  pemerintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1560","Negatif",-1,"pemerintah am dpr menyekati dana njara  orang yg menyebarkan ham yg bertentangan  pancasila uu in "
"1561","Netral",0," perwakilan nya  tolaknamun misi  tetaberjalan  senya tv hemn    buk "
"1562","Netral",0,"mantajiwa kejutan  kejutan berhasil namk  merintah jokowijokowipresidenku pembangunanuntukrakyat "
"1563","Positif",1,"pemerintah nyatakan mbangunan sdm  kunci nting sami indonesia emas jokowipresidenku "
"1564","Netral",0,"kamisbhabinkamtibmas desa tontowea polsek petasia briu edy kurniawan  ndamngan kegiatan "
"1565","Netral",0," a    satiran  merintah daerah maun sat"
"1566","Negatif",-1,"ganjar mendorong merintah kabuten malang  masyarakat   mengelola  menata tensi wisata  "
"1567","Netral",0,"sia    abdi negara siasia ngadaan pns    dicanangkan merintah   dibuka "
"1568","Positif",1,"menteri pupr basuki hadimuljono  merintah indonesia mengaesiasi diadakannya forum  meningkatka "
"1569","Positif",1,"elemen buruh kabuten bandung barat kbb  gubernur jawa barat  merubah usulan uh minimum "
"1570","Positif",1," keluarga  donggala terima pkh bpnt  blt bbm  merintah bantuanbbmuntukrakyatbltbbmtetsasaran "
"1571","Netral",0,"pemerintah  hadir  umkm b arsjadrasjid inklusifkolaboratif "
"1572","Netral",0,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emasjokowipresidenku "
"1573","Negatif",-1," krn  rtanyaan yg blm terjawab  indonesia merdeka    nya merintah yg   "
"1574","Positif",1,"mantas terima kasih merintahbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasarancerdaspakaibbm "
"1575","Positif",1,"pemerintah membangun sdm  kunci nting cai indonesia emas jokowipresidenkupembangunanuntukrakyat "
"1576","Positif",2," meningkatkan ketahanan ngan nasional komitmen merintah  mengakrabkan kaum milenial "
"1577","Negatif",-1,"pemerintah daerah pemda provinsi aceh mencabut izin kegiatan acara kunjungan anies baswedan  partai nasdem "
"1578","Netral",0," pemerintah daerah nad clickbait jg nih media"
"1579","Negatif",-2," rlu kuatir merintah  inflasi ngadilan natal   barujokowipresidenkupembangunanuntukrakyat "
"1580","Netral",0,"pemerintah siamenjalankan konsolidasi fiskaljokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1581","Positif",2," at tin   berbayar  monas gratis  udah   mendanai suya gak bikin m "
"1582","Netral",0,"pemerintah siaturunkan suku bunga kur sur mikro  jokowipresidenkupembangunanuntukrakyat "
"1583","Negatif",-2,"tukang becak  madiun menolak blt  pemerintah  takut   "
"1584","Netral",0," foto yg lu tamlkan    banjir rob lu lu  dki  "
"1585","Netral",0,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emasjokowipresidenku "
"1586","Positif",1,"pemerintah membangun sdm  kunci nting cai indonesia emas jokowipresidenkupembangunanuntukrakyat "
"1587","Positif",2," meningkatkan ketahanan ngan nasional komitmen merintah  mengakrabkan kaum milenial "
"1588","Positif",1,"aksi play victim gagalpencabutan izin  dikeluarkan   taman    taharenovasi "
"1589","Negatif",-2," rlu kuatir merintah  inflasi ngadilan natal   barujokowipresidenkupembangunanuntukrakyat "
"1590","Netral",0,"pemerintah siamenjalankan konsolidasi fiskaljokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1591","Netral",0,"pemerintah siaturunkan suku bunga kur sur mikro  jokowipresidenkupembangunanuntukrakyat "
"1592","Netral",0," gashwat  demo bersilit nih penguasa zalim  "
"1593","Positif",1," alhamdulillah   kadang brrti  manusiakalau  be "
"1594","Positif",3,"alhamdulillah terima kasih merintah  bantuan  diberikanbantuanbbmuntukrakyatbltbbmtetsasaran "
"1595","Positif",1,"beli motor listrik  dat subsidi  pemerintah "
"1596","Negatif",-1,"ashabul kahfi buka suara  utusan as   rjalanan  vietnam  indo "
"1597","Netral",0,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emasjokowipresidenku "
"1598","Positif",1,"pemerintah membangun sdm  kunci nting cai indonesia emas jokowipresidenkupembangunanuntukrakyat "
"1599","Netral",0,"bhabinkamtibmas kel sirandorung aiptu smanullang melaksanakan sambang da  kamis  desember  kul  "
"1600","Positif",2," meningkatkan ketahanan ngan nasional komitmen merintah  mengakrabkan kaum milenial "
"1601","Negatif",-2," rlu kuatir merintah  inflasi ngadilan natal   barujokowipresidenkupembangunanuntukrakyat "
"1602","Netral",0,"manta   keluarga  mendatkan blt bbm  pemerintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1603","Negatif",-2,"tkyknya  nyindir merintah kk jalan blm merata alias dibenerinnya kalo  milu  rda aj"
"1604","Netral",0,"pemerintah siamenjalankan konsolidasi fiskaljokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1605","Negatif",-1,"  sebenernya ujian sim   menghada buruk nya jalanan yg   merintah gtu maksud nya"
"1606","Negatif",-1,"masyarakat aesiasi blt bbm  pemerintah blt bbm mantabantuanbbmuntukrakyat bltbbmtetsasaran "
"1607","Netral",0,"pemerintah siaturunkan suku bunga kur sur mikro  jokowipresidenkupembangunanuntukrakyat "
"1608","Negatif",-3," eh goblok merintah skrg aja  kafir nya udh kafir menyengsarakan rakyat la mikir tolol ahok "
"1609","Negatif",-1,"  polisinya nyindir kinerja buruk dinas  merintah terkait  nyediain infrastruktur yg ba "
"1610","Positif",1,"kebijakan moneter  kebijakan merintah  bank sentral  mengendalikan  uang  beredar dal "
"1611","Positif",1,"  buruh     oimal mengasuh anak  dukungan merintah  menyediakan fasilit "
"1612","Positif",2,"tdk  yg  duit merintah umat islam bangun mesjid kai dana sendirimesjid yg dibangun merintah   "
"1613","Positif",1,"ketua tim penggerak pkk provinsi jawa barat   istri gub jabar   mengajak komunitas "
"1614","Negatif",-1," tolong  kayak gini  dikasih nggung biar jatuh nya  g riya    "
"1615","Netral",0,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emasjokowipresidenku "
"1616","Negatif",-1," gak  pemerintah daerah ya "
"1617","Positif",1,"pemerintah membangun sdm  kunci nting cai indonesia emas jokowipresidenkupembangunanuntukrakyat "
"1618","Negatif",-3," astaghfirullah  daya beli masyarakat   orang  makan a akah merintah    rakyatnya"
"1619","Positif",2," meningkatkan ketahanan ngan nasional komitmen merintah  mengakrabkan kaum milenial "
"1620","Netral",0,"kakanwil kemenkumham jateng a yuspahruddin laksanakan home visit pk bas nusakambangan  pemerintah setem "
"1621","Netral",0," tindakan otoriter merintah  membesarkan nama anies anies  menuai simtik dr masyaraka "
"1622","Negatif",-2," rlu kuatir merintah  inflasi ngadilan natal   barujokowipresidenkupembangunanuntukrakyat "
"1623","Netral",0,"pemerintah siamenjalankan konsolidasi fiskaljokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1624","Netral",0,"pemerintah siaturunkan suku bunga kur sur mikro  jokowipresidenkupembangunanuntukrakyat "
"1625","Netral",0,"bhabinkamtibmas kel sirandorung aiptu smanullang melaksanakan sambang da  kamis  desember  kul  "
"1626","Negatif",-2,"bertentangan  raturan   merintah melibatkan ojk terkait oses ngawasan korasi "
"1627","Netral",0," semoga  merintah  benarbenar seriuss   membuka kesemtan eksr terhadanang "
"1628","Positif",1," yg bikin rkuhp  dpr yg konon wakil rakyat  merintah"
"1629","Negatif",-3,"  lawan berat merintah  arb  hambatan sanai konon    kamnye  "
"1630","Negatif",-1,"  pemerintah aceh   kuasai   bajingan"
"1631","Netral",0," bjorka kabar bang  bobol data merintah "
"1632","Negatif",-2,"pemerintah   dpr   ngkajian ulang thd ruu ppsk   melibatkan ojk k ngawasan k "
"1633","Negatif",-1," pelaksanaan skrining  penyuluhan ncegahan nularan hiv terhadawarga binaan merukan salah  ogram "
"1634","Positif",2," kadrun  bikin tguppteam gelaan uang pemda  pemerintah"
"1635","Negatif",-1," masifnya hoax krn ketidakinginankemaman merintah  menghukum mbuatnyebar hoax  medsos d "
"1636","Netral",0," ya  merintah kebanggaan mu     aturan"
"1637","Positif",2,"  november  merintah  salurkan bantuan sosial   miliar ruah manta "
"1638","Negatif",-1,"pemerintah   inflasi pangan jelang natal      terkendalijokowipresidenku "
"1639","Netral",0,"pemerintah targetkan revisi uu migas ramping jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1640","Netral",0," ikn merintah rcet digitalisasi kotaduniauntuksemua iknsejahterakanindonesia "
"1641","Negatif",-1,"  kek nya merintah  penguasa yg bermasalah  "
"1642","Positif",1,"holding bumn mendukung penuh upaya pemerintah  memitigasi resiko sistemik perbankanjokowipresidenku "
"1643","Positif",1,"pemerintah nyatakan pembangunan sdm  kunci  capai indonesia emas jokowipresidenku "
"1644","Negatif",-1,"bentuk tanggung  merintah blt bbm mantabantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1645","Netral",0,"pemerintah bagikan blt  bsu  bentuk ngalihan subsidi bbmbantuanbbmuntukrakyatbltbbmtetsasaran "
"1646","Netral",0," ahmad dhani  terima nghargaan ami  kritik jak  merintah era mbajakan sami  "
"1647","Netral",0,"yusi  mengaesiasi pwi    menjalin komunikasi    insan media  ogramogr "
"1648","Netral",0," perancang kanwil kemenkumham sulsel  diwakili  abdillah mengemukakan  pemerintah kota makassar memi "
"1649","Positif",1," hallo ra cinta demokrasi    indonesiayang  menikmati kekuasaan  meneriakkan ka "
"1650","Negatif",-1,"pemerintah resmi menghas sal ncemaran nama   nghinaan  uu ite  a tujuannya  kena "
"1651","Negatif",-1,"pemerintah   inflasi pangan jelang natal      terkendalijokowipresidenku "
"1652","Netral",0,"pemerintah targetkan revisi uu migas ramping jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1653","Positif",1,"holding bumn mendukung penuh upaya pemerintah  memitigasi resiko sistemik perbankanjokowipresidenku "
"1654","Netral",0,"mantapenyesuaian harga bbm  merintah blt bbm mantabantuanbbmuntukrakyat bltbbmtetsasaran "
"1655","Positif",1,"pemerintah nyatakan pembangunan sdm  kunci  capai indonesia emas jokowipresidenku "
"1656","Positif",1," keluarga  donggala terima pkh bpnt  blt bbm  merintahbantuanbbmuntukrakyatbltbbmtetsasaran "
"1657","Netral",0,"prabowo subianto    menandatangani kesekatan  merintah indonesia  who  membentuk "
"1658","Negatif",-1,"pemerintah   inflasi pangan jelang natal      terkendalijokowipresidenku "
"1659","Netral",0,"hebat merintah berhasil jaga inflasi ditengah nyesuaian harga bbm bantuanbbmuntukrakyat bltbbmtetsasaran "
"1660","Netral",0,"pemerintah targetkan revisi uu migas ramping jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1661","Positif",1,"holding bumn mendukung penuh upaya pemerintah  memitigasi resiko sistemik perbankanjokowipresidenku "
"1662","Positif",1,"pemerintah nyatakan pembangunan sdm  kunci  capai indonesia emas jokowipresidenku "
"1663","Positif",1,"sesuai ikrar tetua  cilik riwut  den presiden soekarno     rtegas  pangalok jilah kemari "
"1664","Negatif",-2,"relokasi korban gem cianjur  larang warga   rumah  "
"1665","Negatif",-2,"inflasi  bbm  lagiekonomi jeblokpemerintah      salah aniesbuz "
"1666","Negatif",-2,"ta a   bajer jokowi  salah sih ya a   lu aren  merintah dimari gue dah da "
"1667","Positif",1,"subsidi tet sasaran terimakasih merintah  kebijakannya bantuanbbmuntukrakyat bltbbmtetsasaran "
"1668","Negatif",-1," mantaakhirnya isiloikut kritik merintah  alus"
"1669","Negatif",-1,"pemerintah   ngkajian  terkait ruu ppks yg  melibatkan ojk korasi "
"1670","Netral",0,"pemerintah sekat  tolak ojk  korasi tolakojkdikorasisave ekonomi kerakyatan "
"1671","Positif",1,"menindaklanjuti rekomendasi hasil evaluasi  akuntabilitas kinerja instansi pemerintah kementerian hukum  h "
"1672","Negatif",-2," ya   direncanakan  merintah  kota  kota industri  ya   biarkanlah kot "
"1673","Netral",0,"  dholim k rakyat  merintah  kadrun"
"1674","Netral",0," berani gak bersikaserti pemerintah   keda   indonesia da "
"1675","Negatif",-1,"pemerintah   inflasi pangan jelang natal      terkendalijokowipresidenku "
"1676","Netral",0,"pemerintah targetkan revisi uu migas ramping jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1677","Positif",1,"holding bumn mendukung penuh upaya pemerintah  memitigasi resiko sistemik perbankanjokowipresidenku "
"1678","Positif",1,"pemerintah nyatakan pembangunan sdm  kunci  capai indonesia emas jokowipresidenku "
"1679","Positif",1,"banda aceh  menindaklanjuti rintah pj gubernur aceh sesuai surat edaran nomor  tanggal  seember  "
"1680","Positif",1,"  banget ngelesnya bilang aja merintah yg  ndai mengelola"
"1681","Netral",0,"pemerintah lakukan ogres mbangunan asarana  ikn nusantarakotaduniauntuksemuaiknsejahterakanindonesia "
"1682","Negatif",-1,"pemerintah   inflasi pangan jelang natal      terkendalijokowipresidenku "
"1683","Netral",0,"pemerintah targetkan revisi uu migas ramping jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1684","Netral",0,"langsa infopublik   semt ditutubebera  pemerintah kota langsa  membuka  ekowisat "
"1685","Positif",1,"keren pemerintah bangun tower bumn  ikn nusantarakotaduniauntuksemuaiknsejahterakanindonesia "
"1686","Positif",1,"holding bumn mendukung penuh upaya pemerintah  memitigasi resiko sistemik perbankanjokowipresidenku "
"1687","Positif",1,"pemerintah nyatakan pembangunan sdm  kunci  capai indonesia emas jokowipresidenku "
"1688","Positif",2,"uji coba peneran qr pengisian subsidi bbm solar pemerintah  dukungan penuh kunjungi "
"1689","Netral",0," masuk  nakes  bayar sekian ratus juta masuk kerja  rs merintah   bayar   h "
"1690","Netral",0,"pemerintah berhasil tahan inflasi sca nyesuaian harga bbm bantuanbbmuntukrakyat bltbbmtetsasaran "
"1691","Negatif",-1," orang kehadiran ikn merukan rhatian    merintah kotaduniauntuksemua "
"1692","Netral",0,"ikn  indonesia gemilang dukung penuh pemerintah  bangun ikn nusantara kotaduniauntuksemua "
"1693","Netral",0," ya  s  aturannya  uu  yg bikin uu  wakil rakyat dr  rtai  merintah"
"1694","Negatif",-1,"pemerintah   ngkajian  terkait ruu ppks yg  melibatkan ojk korasi "
"1695","Negatif",-1,"pemerintah berhasil salurkan blt bbm merata blt bbm mantabantuanbbmuntukrakyat bltbbmtetsasaran "
"1696","Netral",0,"manta gerak cet merintah salurkan blt bbm blt bbm mantabantuanbbmuntukrakyat bltbbmtetsasaran "
"1697","Positif",1,"uya merintah  mengatasi gejolak harga bbm blt bbm mantabantuanbbmuntukrakyat bltbbmtetsasaran "
"1698","Positif",2,"pemerintah siaan  jenis bantuan sosial blt bbm mantabantuanbbmuntukrakyat bltbbmtetsasaran "
"1699","Negatif",-1," anaknya  msyarakat   nntinya  jdi tuh merintah korugenerasi "
"1700","Negatif",-1,"pemerintah tolak keras ojk  korasiyuk cari tau tolakojkdikorasisave ekonomi kerakyatan "
"1701","Negatif",-1,"     rusahaan  engga nurut terhadakebijakan merintah  ya"
"1702","Negatif",-1,"pemerintah cegah angka kemiskinan bagikan blt  bsu   penyesuaian harga bbm bantuanbbmuntukrakyat "
"1703","Positif",1,"gubernur jawa timur khofifah indar parawansa menyamikan    pemov jatim  membuka nerimaan "
"1704","Netral",0," ribuan  udh byk terjd gegara vaksin tmerintah msh aje trs meng gaungkan vuksanvaksin"
"1705","Negatif",-1,"  maah mengutus  temt yg salah  validasi   org yg  mengharamkan  cba aja "
"1706","Positif",1,"   pemov jatim  membuka seleksi nerimaan pegawai pemerintah  perjanjian kerja pppk "
"1707","Netral",0," jateng buruh klw yg lokal msh bs nyawah lihara ternak istrinya berdagangdllbl konunikasi ter "
"1708","Netral",0,"pemerintah  salurkan blt bbm taha cairbantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1709","Netral",0,"blt bbm  merintah tet gunabantuanbbmuntukrakyatbltbbmtetsasaransubsiditetsasaran "
"1710","Negatif",-1,"target  ditetaan  mengantisisi ketidakstian harga komoditas  kecenderungan lemahan ekonom "
"1711","Netral",0,"sri mulyani mengungkaan rekonomian nasional indoneisa     tren mulihan  sitif "
"1712","Netral",0," mendukung  kebijakan pemerintahmaju kotaduniauntuksemuaiknsejahterakanindonesia "
"1713","Positif",1,"kenaikan ump  jawa timur   berngaruh da uh  diroleh buruh lantaran merintah  mengg "
"1714","Netral",0,"pemerintah mengirim  utusan  bolaang mongondow bolaang mongondow timur bolaang mongondow selatan  kotamobagu"
"1715","Positif",1,"gubernur jawa timur khofifah indar parawansa mengaesiasi event situbondo etnik festival sef  digelar pemer "
"1716","Netral",0," diroasting  merintah e bg"
"1717","Negatif",-1," alau merintah mencoba mematikan truktruk  kebijakan zero odolnya  distikan masukan  jatim "
"1718","Negatif",-1,"pemerintah   inflasi pangan jelang natal      terkendalijokowipresidenku "
"1719","Positif",1," pemov jawa timur    titik temu  merintah  ra laku logistik "
"1720","Netral",0,"pemerintah targetkan revisi uu migas ramping jokowipresidenkupembangunanuntukrakyatpresidenjokowihebat "
"1721","Positif",1,"dirgahayu kor polairud baharkam polri mari  jadikan  momentum  meningkatkan soliditas  sinerg "
"1722","Negatif",-1,"gubernur khofifah  pemerintah pusat menunda mberlakukan zero odol da   "
"1723","Netral",0,"dimana usulan   khofifah   virtual   november  mengusulkan  merintah s "
"1724","Positif",1,"holding bumn mendukung penuh upaya pemerintah  memitigasi resiko sistemik perbankanjokowipresidenku "
"1725","Positif",1,"pemerintah nyatakan pembangunan sdm  kunci  capai indonesia emas jokowipresidenku "
"1726","Positif",2," meningkatkan ketahanan ngan nasional  komitmen merintah  mengakrabkan kaum milenial  ng "
"1727","Positif",1,"pemerintah nyatakan mbangunan sdm  kunci nting cai indonesia emas jokowipresidenku "
"1728","Netral",0,"merintah targetkan revisi uu migas ramng   kestian hukum  menarik investasi  industri hulu mi "
"1729","Negatif",-1," nyindir merintah daerah  gak becus benerin jalan     "
"1730","Positif",1," serti sistem kemitraan yg  disahkan  tokyo "
"1731","Positif",1," mbangunan   sinkron anatar merintah sat  merintah daerah   concern utama pem "
"1732","Positif",1,"pemerintah mengirim  utusan  raja amt sorong kota sorong sorong selatan fakfak  kaimana"
"1733","Netral",0,"  bestie  lisi  merintah "
"1734","Netral",0,"pemerintah langsung menyalurkan blt  rakyat  blt bbm mantabantuanbbmuntukrakyat bltbbmtetsasaran "
"1735","Netral",0,"program merintah  bagusmajukotaduniauntuksemuaiknsejahterakanindonesiaiknpemerataanekonomi "
"1736","Netral",0,"pemerintah  salurkan blt bbm tahaiibantuanbbmuntukrakyat bltbbmtetsasaran subsiditetsasaran "
"1737","Negatif",-1,"  ngga om dlm sejarah    nggak  ya istilah rakyat vs negaraartinya gini  "
"1738","Netral",0,"pemerintah rlu  struktur kelembagaan   tubuh kementerian korasi  ukm kemenko "
"1739","Netral",0,"pengaturan usaha simn njam korasi  domain merintah kementerian korasi ukm    doma "
"1740","Netral",0,"minat investor  merintah rluas area investasi  ikn nusantarakotaduniauntuksemua "
"1741","Positif",1,"peningkatan kualitas layanan blik dirlukan  membangun kercayaan masyarakat terhadanyelenggaraan laya "
"1742","Netral",0,"tuntutan asrasi masyarakat terhadanyelenggaraan layanan blik  berkualitas  rhatian merint "
"1743","Negatif",-1," kanwil kemenkumham sulsel  simpeg merukan sistem informasi manajemen kegawaian internal da insta "
"1744","Netral",0," kasitas nya   ketua rtai aan yg dirkuatbawa kebijakan aja kaga soksokan m "
"1745","Negatif",-3,"  merintah cabut izinnya ya cabut ga butuh alasan a pemerintah "
"1746","Positif",1,"menkes biaya pasien gagal ginjal akut ditanggung pemerintah "
"1747","Netral",0,"wagub menilai baznas  beruya maksimal membantu merintah memulihkan ekonomi  era ndemi covid am menge "
"1748","Negatif",-1,"gorengan bani kadrunista  ulah merintah sat yg bisikinmainan  jaman orba k moderen gini muluk ga "
"1749","Negatif",-1,"rakyat disuruh menunaikan kewajiban pemerintah  "
"1750","Negatif",-1," dm mah gak gunajabanin  kantor sam urat leher  gra marah  gak imkpeg "
"1751","Positif",1,"gamng merintah daerahnya aja diganti "
"1752","Netral",0," pemerintah siamasak ijin urusan jokowi "
"1753","Negatif",-1,"  kesanggun tani nang   merintah   benarbenar serius sih  meman "
"1754","Netral",0,"  moral ketutan pemerintah   berlitikgiliran  hukum teriak teriak pemerintah "
"1755","Netral",0,"dorong kesetaraan gender pereman pemerintah  doman  ranah digital juta vaksinasibooster "
"1756","Netral",0,"  rkembangan ekosistem digital diyakini dat diandalkan  mendukung merintah  menciakan r "
"1757","Positif",1,"pemerintah ajak anakanak muda  bangun ikn nusantara juta vaksinasibooster "
"1758","Positif",1," pt jaminan kredit indonesia merintah presiden jokowi mndukung  mengoimalkan tranformasi umkm "
"1759","Positif",1," jav dilegalkan utk menambah  kelahiran  ngaco  coba  merint "
"1760","Negatif",-2,"nyindir merintah jalannya rusak gitu ya "
"1761","Negatif",-2,"     mbelajaran  ra orang tua  merintah lajaran a "
"1762","Negatif",-2,"  membeli odak swasta   membantu merintah mengurangi beban subsidimakanya rame rame la "
"1763","Netral",0," kayak nyindir merintah "
"1764","Negatif",-3,"klo liat kenaikan gaji tuh serasa  was was kn  kecewa aja temt kerja gw tuh terserah atasan  "
"1765","Negatif",-2,"banda aceh infopublik  komisi informasi aceh kia mengumumkan  satuan kerja perangkat aceh   kabutenkot "
"1766","Netral",0,"  nting  kena    ra sjw  hatersosisi      jobdesk "
